(44436, 89840)
(44436, 95871)
(44436, 46842)
(44436, 88609)
(16303, 44436)
(16359, 44436)
(44436, 66275)
(15245, 44436)
(44436, 47450)
(44436, 61860)
(44436, 88269)
(44436, 90314)
(44436, 90398)
(44436, 81993)
(44436, 68170)
(44436, 58322)
(24601, 44436)
(44436, 78106)
(41798, 44436)
(44436, 95496)
(44436, 92935)
(16542, 44436)
(22522, 44436)
(44436, 63633)
(24901, 44436)
(29940, 44436)
(44436, 52029)
(44436, 54707)
(28223, 44436)
(19799, 44436)
(44436, 91858)
(19125, 44436)
(24283, 44436)
(44436, 90415)
(35782, 44436)
(28302, 44436)
(44436, 94024)
(44436, 70766)
(44436, 49674)
(44436, 67247)
(44436, 56758)
(35431, 44436)
(44436, 74173)
(44436, 85128)
(29201, 44436)
(44436, 76522)
(31272, 44436)
(44436, 49701)
(30250, 44436)
(13973, 44436)
(44436, 91466)
(44436, 64861)
(44436, 85176)
(44436, 47245)
(44436, 95899)
(44436, 89469)
(29327, 44436)
(44436, 81368)
(42744, 44436)
(44436, 79363)
(14922, 44436)
(44436, 97750)
(44436, 92346)
(44436, 54220)
(44436, 65256)
(44436, 98056)
(44436, 60909)
(44436, 73500)
(44436, 51049)
(89840, 95871)
(46842, 89840)
(88609, 89840)
(16303, 89840)
(16359, 89840)
(66275, 89840)
(15245, 89840)
(47450, 89840)
(61860, 89840)
(88269, 89840)
(89840, 90314)
(89840, 90398)
(81993, 89840)
(68170, 89840)
(58322, 89840)
(24601, 89840)
(78106, 89840)
(41798, 89840)
(89840, 95496)
(89840, 92935)
(16542, 89840)
(22522, 89840)
(63633, 89840)
(24901, 89840)
(29940, 89840)
(52029, 89840)
(54707, 89840)
(28223, 89840)
(19799, 89840)
(89840, 91858)
(19125, 89840)
(24283, 89840)
(89840, 90415)
(35782, 89840)
(28302, 89840)
(89840, 94024)
(70766, 89840)
(49674, 89840)
(67247, 89840)
(56758, 89840)
(35431, 89840)
(74173, 89840)
(85128, 89840)
(29201, 89840)
(76522, 89840)
(31272, 89840)
(49701, 89840)
(30250, 89840)
(13973, 89840)
(89840, 91466)
(64861, 89840)
(85176, 89840)
(47245, 89840)
(89840, 95899)
(89469, 89840)
(29327, 89840)
(81368, 89840)
(42744, 89840)
(79363, 89840)
(14922, 89840)
(89840, 97750)
(89840, 92346)
(54220, 89840)
(65256, 89840)
(89840, 98056)
(60909, 89840)
(73500, 89840)
(51049, 89840)
(46842, 95871)
(88609, 95871)
(16303, 95871)
(16359, 95871)
(66275, 95871)
(15245, 95871)
(47450, 95871)
(61860, 95871)
(88269, 95871)
(90314, 95871)
(90398, 95871)
(81993, 95871)
(68170, 95871)
(58322, 95871)
(24601, 95871)
(78106, 95871)
(41798, 95871)
(95496, 95871)
(92935, 95871)
(16542, 95871)
(22522, 95871)
(63633, 95871)
(24901, 95871)
(29940, 95871)
(52029, 95871)
(54707, 95871)
(28223, 95871)
(19799, 95871)
(91858, 95871)
(19125, 95871)
(24283, 95871)
(90415, 95871)
(35782, 95871)
(28302, 95871)
(94024, 95871)
(70766, 95871)
(49674, 95871)
(67247, 95871)
(56758, 95871)
(35431, 95871)
(74173, 95871)
(85128, 95871)
(29201, 95871)
(76522, 95871)
(31272, 95871)
(49701, 95871)
(30250, 95871)
(13973, 95871)
(91466, 95871)
(64861, 95871)
(85176, 95871)
(47245, 95871)
(95871, 95899)
(89469, 95871)
(29327, 95871)
(81368, 95871)
(42744, 95871)
(79363, 95871)
(14922, 95871)
(95871, 97750)
(92346, 95871)
(54220, 95871)
(65256, 95871)
(95871, 98056)
(60909, 95871)
(73500, 95871)
(51049, 95871)
(46842, 88609)
(16303, 46842)
(16359, 46842)
(46842, 66275)
(15245, 46842)
(46842, 47450)
(46842, 61860)
(46842, 88269)
(46842, 90314)
